step,cramer_l2_dirac,cf_l2_w_dirac,cramer_l2_dirac_ci95,cf_l2_w_dirac_ci95
1000.0,0.02494651539313338,0.0225899633732667,0.008718530886427213,0.008517210642301156
2000.0,0.017527791558035487,0.015515036289252878,0.009344473825189943,0.00818062017060638
3000.0,0.012345556589489905,0.010729358873456765,0.0017176592654110593,0.0018394904530028185
4000.0,0.013808629665566754,0.01216183249661198,0.00421772694038337,0.004318497717505855
5000.0,0.010533394808718722,0.009219633389059236,0.0032000527157875647,0.0029667361565081634
6000.0,0.011846640897143695,0.01018515436692606,0.004077081111179503,0.0037832959488445722
7000.0,0.010242551603582584,0.00866766878427729,0.003005941183382682,0.00275695067142314
8000.0,0.011975147170884657,0.010291323356720294,0.00774984629936145,0.0066072565109090795
9000.0,0.010466010282488659,0.008714041722973577,0.002951458179619135,0.0025306245920192834
10000.0,0.00985611160386327,0.00848348863296992,0.002942212737372426,0.0027136324445200893
11000.0,0.009561717345351804,0.008249752503216494,0.0030178129529231787,0.003218804811957782
12000.0,0.008902814403447678,0.007649257325200614,0.0029292508684533054,0.0027811468247999553
13000.0,0.006288107425613795,0.005001753172903424,0.001239739455591639,0.001113855463876073
14000.0,0.008855307974441716,0.007721686492742352,0.0024779465694173613,0.002261373103265025
15000.0,0.007296082921262441,0.006263625200926342,0.0017927339619150278,0.0017222128619830599
16000.0,0.009005375235699884,0.007670435077391945,0.0031334817617770547,0.002654155543370555
17000.0,0.0067798158841306105,0.005850286790144554,0.002257507419623692,0.0020859840548497926
18000.0,0.008555219792372688,0.007184088092702871,0.003109679010818974,0.0024767955635749297
19000.0,0.011287619645218542,0.009743280462020665,0.008485122732412502,0.007763185026038224
20000.0,0.0067388135481104726,0.005700758398503522,0.0018326874031502768,0.0016565897090954176
