algorithm,metric,Gauss_mean,Cauchy_mean,MoG_mean,Gam_mean,Gauss_se,Cauchy_se,MoG_se,Gam_se
iqn,phi_mse,0.006746079056297365,0.007919318815754287,0.04716905880719166,0.013065284731391671,0.0,0.0,0.0,0.0
iqn,ks,0.09339626681809365,0.10514543887056998,0.1892415004029675,0.13440826429210628,0.0,0.0,0.0,0.0
iqn,w1,0.21274413880856036,0.36825193067111683,0.3733845511439354,0.27381853860254124,0.0,0.0,0.0,0.0
iqn,cramer_l2,0.010861716170843867,0.016777188322597426,0.04280427804387573,0.016639329370787548,0.0,0.0,0.0,0.0
iqn,cf_l2_w,0.06639065801241412,0.10087262523380403,0.2664783515174339,0.10151992091237622,0.0,0.0,0.0,0.0
iqn,cvar_err,23.414562332059948,20.52253571155459,22.788086371263713,31.871295120781266,0.0,0.0,0.0,0.0
iqn,er_err,0.05082843951450282,nan,0.08445893884776785,0.0450427574667986,0.0,0.0,0.0,0.0
iqn,mean_err,0.05196777558622594,nan,0.051627694819916504,0.04441733920613057,0.0,0.0,0.0,0.0
iqn,var_err,0.351842092404233,nan,1.7505207005994947,0.6066723581022765,0.0,0.0,0.0,0.0
iqn,mv_err,0.06599120679070215,nan,0.20077447850750701,0.08480801170321518,0.0,0.0,0.0,0.0
qtd,phi_mse,0.005421483951344197,0.008630833027118399,0.047051892713170645,0.01136193171026131,0.0,0.0,0.0,0.0
qtd,ks,0.08550867210342576,0.11235027255906882,0.19450939739376266,0.12183547453774554,0.0,0.0,0.0,0.0
qtd,w1,0.20085452214796154,0.4128231612136374,0.3764363022517925,0.2605526582868898,0.0,0.0,0.0,0.0
qtd,cramer_l2,0.009229627635199862,0.019160067988497592,0.04446948284340348,0.013779359102492592,0.0,0.0,0.0,0.0
qtd,cf_l2_w,0.05625979341578052,0.11895740013884594,0.2774276642627551,0.08414099893836538,0.0,0.0,0.0,0.0
qtd,cvar_err,23.367388577302446,23.932116568114292,22.756017091478594,31.838502843454794,0.0,0.0,0.0,0.0
qtd,er_err,0.04838357536840645,nan,0.11713709143192769,0.04778659012079604,0.0,0.0,0.0,0.0
qtd,mean_err,0.04578677114646079,nan,0.04928788707078105,0.03544778349327727,0.0,0.0,0.0,0.0
qtd,var_err,0.3398143817421672,nan,1.7853399061152944,0.578462551159005,0.0,0.0,0.0,0.0
qtd,mv_err,0.053948057750398265,nan,0.15682171472292536,0.05902504753414498,0.0,0.0,0.0,0.0
ctd,phi_mse,0.2291752417919636,0.11872591354083752,0.21368953425894843,0.23621739545146134,0.0,0.0,0.0,0.0
ctd,ks,0.2035455148185364,0.1433928569163622,0.25137227511643984,0.1975988232947532,0.0,0.0,0.0,0.0
ctd,w1,0.2829639695969002,0.40566997805677957,0.35405153023018704,0.3188749524227382,0.0,0.0,0.0,0.0
ctd,cramer_l2,0.026354904597509922,0.020790415629125654,0.031880361025098475,0.027698477422489935,0.0,0.0,0.0,0.0
ctd,cf_l2_w,0.12593242537769264,0.10229940511949091,0.15043957082870849,0.13836559311469432,0.0,0.0,0.0,0.0
ctd,cvar_err,22.854690522035998,23.265412991178543,22.343064872452583,31.296015598465583,0.0,0.0,0.0,0.0
ctd,er_err,0.1011553525701391,nan,0.16110840559227133,0.11942382934770292,0.0,0.0,0.0,0.0
ctd,mean_err,0.04521198178259123,nan,0.14401252954909577,0.048647009073595995,0.0,0.0,0.0,0.0
ctd,var_err,0.15088965322138714,nan,0.17714086173490493,0.15265941527972762,0.0,0.0,0.0,0.0
ctd,mv_err,0.04872041373909804,nan,0.15290130975764754,0.04383481111822704,0.0,0.0,0.0,0.0
mog_cqn,phi_mse,2.8423572050154966e-05,0.0001575822520794895,0.0013848256301961764,0.015437757752982723,0.0,0.0,0.0,0.0
mog_cqn,ks,0.01006057380302636,0.008654071386383189,0.017035235177852735,0.06427814671081657,0.0,0.0,0.0,0.0
mog_cqn,w1,0.050102399014362774,0.04214552725497332,0.03262350584846427,0.0807276706770705,0.0,0.0,0.0,0.0
mog_cqn,cramer_l2,0.0002990032360864343,0.00014375587524546082,0.00024679480864891497,0.0012767579346723435,0.0,0.0,0.0,0.0
mog_cqn,cf_l2_w,0.0012222291318523617,0.0008135985223506966,0.001471165407563682,0.006231227845934856,0.0,0.0,0.0,0.0
mog_cqn,cvar_err,22.98191205280495,21.59940705881593,22.554574059211674,29.378523504202622,0.0,0.0,0.0,0.0
mog_cqn,er_err,0.020237146431056504,nan,0.013935499825799058,0.019602937589694884,0.0,0.0,0.0,0.0
mog_cqn,mean_err,0.020340017130581846,nan,0.013734547548834235,0.1524683219394624,0.0,0.0,0.0,0.0
mog_cqn,var_err,0.016500228052141408,nan,0.03867909528061042,31.10022088773502,0.0,0.0,0.0,0.0
mog_cqn,mv_err,0.020533936259126962,nan,0.013771314960439448,3.2624512737029896,0.0,0.0,0.0,0.0
