step,cramer_l2_mog_cqn,cf_l2_w_mog_cqn,cramer_l2_mog_cqn_std,cf_l2_w_mog_cqn_std
1000.0,0.0035331368529179057,0.02136964097349626,0.0,0.0
2000.0,0.0015667552550366894,0.009086366357614777,0.0,0.0
3000.0,0.001198580211262717,0.006927790970197829,0.0,0.0
4000.0,0.0007944727271724726,0.004562830406513464,0.0,0.0
5000.0,0.0007341952436276124,0.0043013022923896966,0.0,0.0
6000.0,0.000627088973109317,0.0035775849406511806,0.0,0.0
7000.0,0.0006745128205010503,0.0037122525584559253,0.0,0.0
8000.0,0.0007146170458006941,0.0037823336839544444,0.0,0.0
9000.0,0.000714018639770847,0.003786837147527217,0.0,0.0
10000.0,0.0004403430509481098,0.0021107545117716106,0.0,0.0
11000.0,0.0005089645191332108,0.0021866001512389896,0.0,0.0
12000.0,0.0004316614252619598,0.0016725020621338,0.0,0.0
13000.0,0.00039746283144903095,0.0017336748068421414,0.0,0.0
14000.0,0.0004383793472877926,0.0022401040767237703,0.0,0.0
15000.0,0.00031528888033572575,0.0013406022571039468,0.0,0.0
16000.0,0.0003503576483484265,0.001707586855965068,0.0,0.0
17000.0,0.00030463933402261544,0.00137124690045905,0.0,0.0
18000.0,0.0005269238103125261,0.0021182707635205933,0.0,0.0
19000.0,0.0004368704815888838,0.0022981159699427254,0.0,0.0
20000.0,0.00045654256757970485,0.001923592698520138,0.0,0.0
