step,w1_phi_mog,cramer_l2_phi_mog,cf_l2_w_phi_mog
1000.0,0.1170410356076826,0.001994725507373236,0.0019508835751261256
2000.0,0.08419004898282569,0.0009287155414532398,0.0008141106518672829
3000.0,0.07446577455365072,0.0010560329793238093,0.0009304078138517459
4000.0,0.05619968785930213,0.0004697523917927988,0.00043529249630057593
5000.0,0.06398313832416133,0.0005655012595418476,0.0004752675868130183
6000.0,0.06839096147028187,0.0005758951366899244,0.0005114704794136656
7000.0,0.05526819015049611,0.0004206295861673694,0.0003695148635034555
8000.0,0.07939682617945726,0.0011287660767850803,0.0009337615336333733
9000.0,0.062407906986945615,0.0006724099018779524,0.0005456198036434154
10000.0,0.056576617185555594,0.00036787155843431407,0.00029371722980855997
11000.0,0.07268062417782475,0.00069781007731916,0.0005435247135499111
12000.0,0.06675966035861183,0.0006508113803607267,0.0005469594805755776
13000.0,0.059771907114170714,0.0005020683864029507,0.00040755701183310076
14000.0,0.05191391266980016,0.00034644775622977433,0.0003429488181796641
15000.0,0.05238045558226468,0.0003285964302172789,0.00023102467461799184
16000.0,0.050855421362895885,0.00034161127733221277,0.00025896326471697037
17000.0,0.05703245993917923,0.00039503498162424776,0.00027820662098181927
18000.0,0.05579733849001055,0.00041738080056097815,0.00028191205650915726
19000.0,0.04824850550910548,0.0002637632517622731,0.0001930903599873536
20000.0,0.06390637935968824,0.00048161250362400163,0.0003248363863071418
