step,cramer_l2_dirac,cf_l2_w_dirac,cramer_l2_dirac_ci95,cf_l2_w_dirac_ci95
1000.0,0.024297853562187898,0.021020466756178753,0.00638487056547372,0.005804472911681645
2000.0,0.02133141910788524,0.019539050493801835,0.012907592076106431,0.012793226453899183
3000.0,0.011312413886739538,0.009692002676889864,0.003353038225243688,0.0028303364812115976
4000.0,0.012238627597977832,0.010530209241783283,0.004187364260890648,0.004014604113704823
5000.0,0.01026843405752417,0.00901202178226767,0.0029737328408907847,0.002551354706186874
6000.0,0.012671635796050828,0.011175246676764467,0.004486254154146444,0.004030650741485156
7000.0,0.009237723275605913,0.008058328518987209,0.0017294223835582427,0.0017372310573304185
8000.0,0.010603361303945822,0.00925584707976444,0.004633520603168797,0.004604747134339161
9000.0,0.009859509055495977,0.008636625532393319,0.0020963483839484686,0.0021160694596025413
10000.0,0.010399203914293925,0.008935729019990667,0.004556715893241795,0.004223024596939652
11000.0,0.009045825732780413,0.0077883641931236385,0.003263481039306678,0.003126468371327896
12000.0,0.010518940571127613,0.009063517546644282,0.007138044254037711,0.006198392736139439
13000.0,0.007507957221514358,0.006371490079715698,0.002082001815493094,0.0017273417125426203
14000.0,0.009434547755706308,0.008384657204025267,0.004703910616212962,0.004451798263118325
15000.0,0.008132681486658766,0.007007115823537831,0.0022245828365012777,0.0018655171270428172
16000.0,0.006848681221911408,0.005791834560133051,0.0011785727633879248,0.0009414794761318042
17000.0,0.006493041900389745,0.005465326335295532,0.001990295000873533,0.0020365759359618103
18000.0,0.006086441971168116,0.005159051830609844,0.001434808792001793,0.0013471343844180899
19000.0,0.007340160650636124,0.006182281354757962,0.0023695683655771,0.0021301141228745333
20000.0,0.006891768223011787,0.005974186742255996,0.0029234710651200578,0.003237221081110789
