step,cramer_l2_dirac,cf_l2_w_dirac,cramer_l2_dirac_ci95,cf_l2_w_dirac_ci95
1000.0,0.024107726308237952,0.021618675435446603,0.007822159613664866,0.00654498530403916
2000.0,0.019107336204492405,0.017279244034125958,0.0027763284315832065,0.0026206821862244573
3000.0,0.020084251113973623,0.017472903667358895,0.010943620469711462,0.009725112433262881
4000.0,0.013118132277585143,0.011083486181949175,0.004108083113346758,0.0035070786996897717
5000.0,0.013888747506992765,0.01184954796410057,0.004350678736318755,0.00397055191951245
6000.0,0.011601195577836232,0.010435439390349537,0.0026277609842422006,0.0028925071008894378
7000.0,0.009482779049408172,0.008261362156209887,0.004159993835369523,0.003904075150090264
8000.0,0.008525646719125837,0.007325759468681086,0.0015924559192790398,0.001814098451611037
9000.0,0.009343503496400377,0.008076402243505981,0.0032738001377785302,0.0030226161483069064
10000.0,0.00806102547792879,0.007003856117006185,0.003983788756060783,0.00400949074975026
11000.0,0.008512102020066019,0.0071517262291167834,0.0023906624822292995,0.0020275864288293974
12000.0,0.0075971790859958865,0.0064438961916176195,0.002413427826957121,0.0021639012606453267
13000.0,0.008100457642811353,0.007130500388147182,0.003734539128601018,0.0035396781330861403
14000.0,0.00843435649656847,0.0075345640773768156,0.002371791652054489,0.002489319772589306
15000.0,0.006884658773915383,0.005867847768383968,0.0017434319559166654,0.001305760249042429
16000.0,0.0069845125766219195,0.00594454619751201,0.0008890585035086016,0.0010769364130552995
17000.0,0.008501670583718236,0.007206638151789563,0.003370515681837167,0.0028938605590791227
18000.0,0.006325397997473526,0.00532723531738436,0.0009638925411619696,0.0009614206482845173
19000.0,0.005269705864610792,0.0043693845064587886,0.0008340721429758345,0.0006816203038250008
20000.0,0.0070380476643297826,0.005855730706629649,0.005248698181915318,0.005091675208192652
