target_action,model_family,w1,cramer_l2,cf_l2_w
gaussian_action,mog,0.0093803610269509,1.4626361973609657e-05,1.238007497571515e-06
gaussian_action,moc,0.29116902866603234,0.003642848656726442,0.0004931381886234727
gaussian_action,mogamma,1.290710321820063,0.6240259551673103,0.07817112132892773
cauchy_action,mog,0.13252878686661612,0.0007516687917318043,4.063752485828008e-05
cauchy_action,moc,0.036341936157617584,7.113436243665385e-05,7.752154762466426e-06
cauchy_action,mogamma,5.943716481419964,1.5353265417809792,0.0516481192943919
gamma_action,mog,0.08080822478564142,0.0004783419478346096,6.0322940540915336e-05
gamma_action,moc,0.4567825912959632,0.008143740269720638,0.001137224273650625
gamma_action,mogamma,0.026610367779817068,0.0004369779506842046,5.197055805465907e-05
