target_action,model_family,w1,cramer_l2,cf_l2_w
gaussian_action,mog,0.009380361026951538,1.4626361973609327e-05,1.238007497571544e-06
gaussian_action,moc,0.29116902866603367,0.0036428486567264564,0.0004931381886234688
gaussian_action,mogamma,1.2907103218200602,0.6240259551673101,0.07817112132892773
cauchy_action,mog,0.13252878686661274,0.0007516687917317679,4.06375248582795e-05
cauchy_action,moc,0.036341936157618424,7.113436243665492e-05,7.752154762466351e-06
cauchy_action,mogamma,5.943716481420025,1.5353265417810036,0.05164811929439148
gamma_action,mog,0.08080822478564245,0.00047834194783461865,6.0322940540915126e-05
gamma_action,moc,0.4567825912959636,0.008143740269720635,0.0011372242736506222
gamma_action,mogamma,0.026610367779815677,0.00043697795068420173,5.197055805465905e-05
