step,w1_phi_mog,cramer_l2_phi_mog,cf_l2_w_phi_mog
1000.0,0.09495364889125897,0.001644941634536069,0.0015678590493472134
2000.0,0.08204687024003957,0.0010863864554646711,0.0009611163150233492
3000.0,0.07856170669883454,0.0009894786787234227,0.0008225616976260659
4000.0,0.06234993395373015,0.0005131940488009997,0.00042223653980307863
5000.0,0.07747303560446082,0.000851145594578797,0.0006612184455525498
6000.0,0.061658153911757524,0.0005077809825505472,0.0004147892122757466
7000.0,0.06435790786607193,0.00046915105308304676,0.0003644437041047124
8000.0,0.08341566560260284,0.0010887451729891442,0.0008530392036597482
9000.0,0.06252774111143837,0.0004425224984852483,0.00032562658216342036
10000.0,0.05138691777142539,0.00022016143404071816,0.0001462336766244205
11000.0,0.04946042081299315,0.00020859143839535623,0.00013081664648511242
12000.0,0.051483434364125155,0.0003145806401567245,0.00023338828237819514
13000.0,0.06379499075767356,0.000517866988527084,0.0003812430263003208
14000.0,0.04596455089323316,0.00020422138548430928,0.00015437366621186586
15000.0,0.05738871835434536,0.0004215304293795646,0.0002846343386313282
16000.0,0.04629534823346554,0.00019400813375393752,0.00013328082254185946
17000.0,0.054148759918548145,0.0003478320292142013,0.0002098839418583301
18000.0,0.049451927731020806,0.00023244269322110516,0.000136177133816038
19000.0,0.047031225011683,0.0001774512052595557,0.00010659022511936772
20000.0,0.048945420112749605,0.00022380695936121737,0.00013516407622263162
