step,cramer_l2_dirac,cf_l2_w_dirac,cramer_l2_dirac_ci95,cf_l2_w_dirac_ci95
1000.0,0.023282948427246694,0.019814819051250224,0.0,0.0
2000.0,0.008285951187966736,0.006814508730514854,0.0,0.0
3000.0,0.005362877778394406,0.004618075951793454,0.0,0.0
4000.0,0.0054902709193766375,0.004342155277534747,0.0,0.0
5000.0,0.005706377034502929,0.004813128487235502,0.0,0.0
6000.0,0.003831659921284709,0.0031924295120511564,0.0,0.0
7000.0,0.0038619725960005948,0.003415117021907788,0.0,0.0
8000.0,0.004330670467887158,0.00349911638832095,0.0,0.0
9000.0,0.004420924951029755,0.003284386536100475,0.0,0.0
10000.0,0.00403592506935777,0.003389010693725464,0.0,0.0
11000.0,0.005687700197960841,0.004716242524360328,0.0,0.0
12000.0,0.004131737901927688,0.0031831603717146226,0.0,0.0
13000.0,0.0066402239960817785,0.004763749649678521,0.0,0.0
14000.0,0.0025000983030518007,0.002033669952598816,0.0,0.0
15000.0,0.0032469307940004902,0.0027209766385665867,0.0,0.0
16000.0,0.0031010191517858235,0.002196187925808787,0.0,0.0
17000.0,0.003333157539101942,0.0024517975221023986,0.0,0.0
18000.0,0.007291618553370022,0.006294251474918843,0.0,0.0
19000.0,0.0030539208026168795,0.0023858931906093773,0.0,0.0
20000.0,0.0040160869934420945,0.0032712980352248215,0.0,0.0
