step,cramer_l2_mog_cqn,cf_l2_w_mog_cqn,cramer_l2_mog_cqn_std,cf_l2_w_mog_cqn_std
1000.0,0.0027486349889515567,0.00264228689040387,0.0,0.0
2000.0,0.0012081228260244021,0.0011309646427957252,0.0,0.0
3000.0,0.0006415590885938559,0.0005649360261622068,0.0,0.0
4000.0,0.0004075907101487062,0.0003843443957016329,0.0,0.0
5000.0,0.0004913623886963715,0.0004291031392337917,0.0,0.0
6000.0,0.0004568466477333078,0.00044602254003440946,0.0,0.0
7000.0,0.0004247819843101198,0.0004087345991805622,0.0,0.0
8000.0,0.0006359711628523489,0.0005360453789175429,0.0,0.0
9000.0,0.00028444768725190107,0.0002517321120686113,0.0,0.0
10000.0,0.0002966578415548013,0.0002364146124007461,0.0,0.0
11000.0,0.0006035308039515258,0.00047646225860606634,0.0,0.0
12000.0,0.0004121944713839826,0.0003584180713309023,0.0,0.0
13000.0,0.00035143223994237504,0.00027994642370734633,0.0,0.0
14000.0,0.00039288294761637957,0.0003841844503397915,0.0,0.0
15000.0,0.0004296941851204704,0.000298036451779841,0.0,0.0
16000.0,0.0004294451161369975,0.0003481845916744685,0.0,0.0
17000.0,0.0004916858895864393,0.00035445174262237254,0.0,0.0
18000.0,0.00027788784175403723,0.0001836287839185637,0.0,0.0
19000.0,0.0003451231334542531,0.0002425278462789313,0.0,0.0
20000.0,0.00038717155580331034,0.00026044409414210847,0.0,0.0
