step,phi_mse_iqn,phi_mse_cf,ks_iqn,ks_cf,w1_iqn,w1_cf
1000,0.003659567831803002,0.007938350936708888,0.09482645728749783,0.1511565962086972,0.46903058513257734,2.2891370236830335
10000,0.0030570025850564014,0.0015527251475068301,0.09094645728749765,0.04532399874448456,0.31240142360292494,0.5908687443815608
100000,0.0014975898018655578,0.00027294595797822704,0.07854645728749776,0.003969677710598196,0.2992680619553584,0.08416715952474349
