step,cramer_l2_dirac,cf_l2_w_dirac,cramer_l2_dirac_ci95,cf_l2_w_dirac_ci95
1000.0,0.023551814410168192,0.02092005280325657,0.0,0.0
2000.0,0.005241303017468229,0.004316652631831728,0.0,0.0
3000.0,0.00474731964031107,0.003894944889802603,0.0,0.0
4000.0,0.004381053632299874,0.0033372594260470513,0.0,0.0
5000.0,0.003797787145801943,0.0026665282970186675,0.0,0.0
6000.0,0.00638972573429656,0.005017200571063263,0.0,0.0
7000.0,0.005383158704707559,0.004551246800380283,0.0,0.0
8000.0,0.0053530619472847716,0.004125142401134212,0.0,0.0
9000.0,0.0045124840354945454,0.003559817714602537,0.0,0.0
10000.0,0.0035155286611788478,0.0025968662956998086,0.0,0.0
11000.0,0.003789281334922091,0.0029942864988502594,0.0,0.0
12000.0,0.0032155969250845973,0.0025808737593223706,0.0,0.0
13000.0,0.004095062791563199,0.003196863891766373,0.0,0.0
14000.0,0.0028771046120700957,0.0020977284013809936,0.0,0.0
15000.0,0.0022442925484510144,0.0015872002513155814,0.0,0.0
16000.0,0.004665236677740214,0.0033646936816152766,0.0,0.0
17000.0,0.004392224934942662,0.003577493831556846,0.0,0.0
18000.0,0.002754169830054924,0.0022687410666136255,0.0,0.0
19000.0,0.0036133450726063363,0.00252277533972136,0.0,0.0
20000.0,0.005106805245577983,0.004296446934608577,0.0,0.0
