algorithm,Gauss,Cauchy,MoG,Gam
phi_mog,0.0005698735441503662,0.0015581246000255199,0.00256032669297062,0.0013423227982469227
phi_moc,0.002608265695511847,0.00015755523457077614,0.0008531918443755433,0.001347476269613903
phi_mogamma,0.26267362238024766,0.7463969374438983,0.7004857795811136,0.0018612658703025093
phi_cat,0.02106073272913529,0.014751117973858597,0.030940172430386412,0.022967079353094427
phi_qt,0.0015980230492114221,0.0035162777632235746,0.003356864872700306,0.0032582853231351125
