step,cramer_l2_dirac,cf_l2_w_dirac,cramer_l2_dirac_ci95,cf_l2_w_dirac_ci95
1000.0,0.01855881963092808,0.016531022436226922,0.002285104611238921,0.002208949375193748
2000.0,0.01767819902093417,0.015349525674238338,0.006048078241696373,0.005162517556906931
3000.0,0.018535652302799493,0.015843350009624658,0.007775959911918092,0.006590608471529355
4000.0,0.011236147370487268,0.00978856769190802,0.005495141472110671,0.005146474207264166
5000.0,0.010263728435207441,0.008268893459090853,0.0044727833206912706,0.00377121391780114
6000.0,0.01149723862808936,0.009729847917504182,0.0035002703292258065,0.0036065476500012207
7000.0,0.009897667270806865,0.008407645620328977,0.002339790634727604,0.002132587967481807
8000.0,0.009732791076368406,0.008104123666862091,0.0034019725548422486,0.00281682817715562
9000.0,0.00818941127949849,0.006855604168205219,0.0021301960380915126,0.0018230481541617336
10000.0,0.008099175587268522,0.006901247356641349,0.0019899678327036114,0.0017704175616248927
11000.0,0.008126072397203702,0.006821224222016101,0.0011371811360749667,0.0009715832472296651
12000.0,0.008444149757685777,0.007177260066200587,0.0021327380723623096,0.001671977501931966
13000.0,0.006999115436803921,0.0058545641273399,0.0013311010334831673,0.0015145157727804877
14000.0,0.008658281570942668,0.007307503117386765,0.002636514871337493,0.002508953712156333
15000.0,0.006646091586359398,0.005499665721503571,0.0015837161655083828,0.0015092390376479801
16000.0,0.007313198446520832,0.006432864138872044,0.0010597820094679507,0.0009906852328968282
17000.0,0.007874140418680878,0.007036222102216249,0.002243492882927643,0.0022717221267398234
18000.0,0.008235548553234084,0.006960072413574128,0.003070296302340501,0.002797922216506425
19000.0,0.005413687167591105,0.004518093523365943,0.0008545012704426131,0.0008497381162331644
20000.0,0.0062437870364988445,0.005087668469527221,0.0018283258005106055,0.0015932903305897175
